loan_id,snapshot_month,outstanding_balance,scheduled_payment,days_past_due,dpd_bucket,risk_tier,loan_status_snapshot,watch_list_flag
LN-20109,2025-05-01,1119237.13,23132.19,0,Current,1,Active,N
LN-20109,2025-06-01,1102624.5,23132.19,0,Current,1,Active,N
LN-20109,2025-07-01,1085915.1,23132.19,0,Current,1,Active,N
LN-20109,2025-08-01,1069108.36,23132.19,0,Current,1,Active,N
LN-20109,2025-09-01,1052203.73,23132.19,0,Current,1,Active,N
LN-20109,2025-10-01,1035200.63,23132.19,0,Current,1,Active,N
LN-20109,2025-11-01,1018098.49,23132.19,0,Current,1,Active,N
LN-20109,2025-12-01,1000896.72,23132.19,0,Current,1,Active,N
LN-20109,2026-01-01,983594.76,23132.19,0,Current,1,Active,N
LN-20109,2026-02-01,966192.01,23132.19,0,Current,1,Active,N
LN-20109,2026-03-01,948687.89,23132.19,0,Current,1,Active,N
LN-20109,2026-04-01,931081.81,23132.19,0,Current,1,Active,N
LN-20109,2026-05-01,913373.17,23132.19,0,Current,1,Active,N
LN-20109,2026-06-01,895561.38,23132.19,0,Current,1,Active,N
LN-20109,2026-07-01,877645.84,23132.19,0,Current,1,Active,N
LN-20110,2024-08-01,565672.99,9056.21,0,Current,3,Active,N
LN-20110,2024-09-01,560086.25,9056.21,0,Current,3,Active,N
LN-20110,2024-10-01,554465.24,9056.21,0,Current,3,Active,N
LN-20110,2024-11-01,548809.75,9056.21,0,Current,3,Active,N
LN-20110,2024-12-01,543119.58,9056.21,0,Current,3,Active,N
LN-20110,2025-01-01,537394.51,9056.21,0,Current,3,Active,N
LN-20110,2025-02-01,531634.32,9056.21,0,Current,3,Active,N
LN-20110,2025-03-01,525838.81,9056.21,7,1-29 Days,3,Active,Y
LN-20110,2025-04-01,520007.75,9056.21,1,1-29 Days,3,Active,N
LN-20110,2025-05-01,514140.92,9056.21,24,1-29 Days,3,Active,N
LN-20110,2025-06-01,508238.11,9056.21,0,Current,3,Active,N
LN-20110,2025-07-01,502299.1,9056.21,0,Current,3,Active,N
LN-20110,2025-08-01,496323.66,9056.21,0,Current,3,Active,N
LN-20110,2025-09-01,490311.58,9056.21,0,Current,3,Active,N
LN-20110,2025-10-01,484262.62,9056.21,0,Current,3,Active,N
LN-20110,2025-11-01,478176.55,9056.21,0,Current,3,Active,N
LN-20110,2025-12-01,472053.17,9056.21,0,Current,3,Active,N
LN-20110,2026-01-01,465892.22,9056.21,0,Current,3,Active,N
LN-20110,2026-02-01,459693.49,9056.21,0,Current,3,Active,N
LN-20110,2026-03-01,453456.73,9056.21,79,60-89 Days,4,Active,Y
LN-20110,2026-04-01,447181.73,9056.21,83,60-89 Days,4,Active,N
LN-20110,2026-05-01,440868.24,9056.21,0,Current,3,Active,N
LN-20110,2026-06-01,434516.03,9056.21,0,Current,3,Active,N
LN-20110,2026-07-01,428124.85,9056.21,0,Current,3,Active,N
LN-20111,2025-04-01,370799.86,2357.67,0,Current,3,Active,N
LN-20111,2025-05-01,259399.07,1649.35,0,Current,3,Active,N
LN-20111,2025-06-01,258607.02,1644.31,0,Current,3,Active,N
LN-20111,2025-07-01,231826.42,1474.03,0,Current,3,Active,N
LN-20111,2025-08-01,230237.8,1463.93,0,Current,3,Active,N
LN-20111,2025-09-01,242828.04,1543.98,53,30-59 Days,3,Active,Y
LN-20111,2025-10-01,208808.51,1327.67,2,1-29 Days,3,Active,N
LN-20111,2025-11-01,232652.84,1479.28,12,1-29 Days,3,Active,N
LN-20111,2025-12-01,162103.4,1030.71,4,1-29 Days,3,Active,N
LN-20111,2026-01-01,221337.35,1407.34,22,1-29 Days,3,Active,N
LN-20111,2026-02-01,260392.14,1655.66,28,1-29 Days,3,Active,N
LN-20111,2026-03-01,305140.19,1940.18,21,1-29 Days,3,Active,N
LN-20111,2026-04-01,346831.48,2205.27,14,1-29 Days,3,Active,N
LN-20111,2026-05-01,296929.83,1887.98,13,1-29 Days,3,Active,N
LN-20111,2026-06-01,352336.27,2240.27,10,1-29 Days,3,Active,N
LN-20111,2026-07-01,239675.45,1523.94,1,1-29 Days,3,Active,N
LN-20112,2024-08-01,1005116.06,16214.47,0,Current,1,Active,N
LN-20112,2024-09-01,995795.01,16214.47,0,Current,1,Active,N
LN-20112,2024-10-01,986410.03,16214.47,0,Current,1,Active,N
LN-20112,2024-11-01,976960.68,16214.47,0,Current,1,Active,N
LN-20112,2024-12-01,967446.53,16214.47,0,Current,1,Active,N
LN-20112,2025-01-01,957867.13,16214.47,0,Current,1,Active,N
LN-20112,2025-02-01,948222.02,16214.47,0,Current,1,Active,N
LN-20112,2025-03-01,938510.77,16214.47,0,Current,1,Active,N
LN-20112,2025-04-01,928732.92,16214.47,0,Current,1,Active,N
LN-20112,2025-05-01,918888.0,16214.47,0,Current,1,Active,N
LN-20112,2025-06-01,908975.57,16214.47,0,Current,1,Active,N
LN-20112,2025-07-01,898995.15,16214.47,0,Current,1,Active,N
LN-20112,2025-08-01,888946.29,16214.47,0,Current,1,Active,N
LN-20112,2025-09-01,878828.5,16214.47,0,Current,1,Active,N
LN-20112,2025-10-01,868641.33,16214.47,0,Current,1,Active,N
LN-20112,2025-11-01,858384.28,16214.47,0,Current,1,Active,N
LN-20112,2025-12-01,848056.9,16214.47,0,Current,1,Active,N
LN-20112,2026-01-01,837658.68,16214.47,0,Current,1,Active,N
LN-20112,2026-02-01,827189.15,16214.47,0,Current,1,Active,N
LN-20112,2026-03-01,816647.81,16214.47,0,Current,1,Active,N
LN-20112,2026-04-01,806034.18,16214.47,0,Current,1,Active,N
LN-20112,2026-05-01,795347.76,16214.47,0,Current,1,Active,N
LN-20112,2026-06-01,784588.04,16214.47,0,Current,1,Active,N
LN-20112,2026-07-01,773754.53,16214.47,0,Current,1,Active,N
LN-20113,2024-08-01,146050.43,29759.31,0,Current,1,Active,N
LN-20113,2024-09-01,117202.72,29759.31,0,Current,1,Active,N
LN-20113,2024-10-01,88174.94,29759.31,0,Current,1,Active,N
LN-20113,2024-11-01,58965.99,29759.31,0,Current,1,Active,N
LN-20113,2024-12-01,29574.72,29759.31,0,Current,1,Active,N
LN-20114,2024-08-01,150121.12,5097.79,0,Current,1,Active,N
LN-20114,2024-09-01,145791.45,5097.79,0,Current,1,Active,N
LN-20114,2024-10-01,141439.63,5097.79,0,Current,1,Active,N
LN-20114,2024-11-01,137065.55,5097.79,0,Current,1,Active,N
LN-20114,2024-12-01,132669.08,5097.79,0,Current,1,Active,N
LN-20114,2025-01-01,128250.12,5097.79,0,Current,1,Active,N
LN-20114,2025-02-01,123808.54,5097.79,0,Current,1,Active,N
LN-20114,2025-03-01,119344.25,5097.79,0,Current,1,Active,N
LN-20114,2025-04-01,114857.1,5097.79,0,Current,1,Active,N
LN-20114,2025-05-01,110347.0,5097.79,0,Current,1,Active,N
LN-20114,2025-06-01,105813.83,5097.79,0,Current,1,Active,N
LN-20114,2025-07-01,101257.46,5097.79,0,Current,1,Active,N
LN-20114,2025-08-01,96677.77,5097.79,0,Current,1,Active,N
LN-20114,2025-09-01,92074.65,5097.79,0,Current,1,Active,N
LN-20114,2025-10-01,87447.98,5097.79,0,Current,1,Active,N
LN-20114,2025-11-01,82797.64,5097.79,0,Current,1,Active,N
LN-20114,2025-12-01,78123.5,5097.79,0,Current,1,Active,N
LN-20114,2026-01-01,73425.45,5097.79,0,Current,1,Active,N
LN-20114,2026-02-01,68703.36,5097.79,0,Current,1,Active,N
LN-20114,2026-03-01,63957.1,5097.79,0,Current,1,Active,N
LN-20114,2026-04-01,59186.56,5097.79,0,Current,1,Active,N
LN-20114,2026-05-01,54391.62,5097.79,0,Current,1,Active,N
LN-20114,2026-06-01,49572.13,5097.79,0,Current,1,Active,N
LN-20114,2026-07-01,44727.99,5097.79,0,Current,1,Active,N
LN-20115,2024-08-01,796527.54,14257.65,0,Current,2,Active,N
LN-20115,2024-09-01,787546.88,14257.65,0,Current,2,Active,N
LN-20115,2024-10-01,778506.72,14257.65,0,Current,2,Active,N
LN-20115,2024-11-01,769406.68,14257.65,0,Current,2,Active,N
LN-20115,2024-12-01,760246.34,14257.65,0,Current,2,Active,N
LN-20115,2025-01-01,751025.32,14257.65,0,Current,2,Active,N
LN-20115,2025-02-01,741743.21,14257.65,0,Current,2,Active,N
LN-20115,2025-03-01,732399.6,14257.65,0,Current,2,Active,N
LN-20115,2025-04-01,722994.09,14257.65,0,Current,2,Active,N
LN-20115,2025-05-01,713526.27,14257.65,0,Current,2,Active,N
LN-20115,2025-06-01,703995.73,14257.65,0,Current,2,Active,N
LN-20115,2025-07-01,694402.05,14257.65,0,Current,2,Active,N
LN-20115,2025-08-01,684744.81,14257.65,0,Current,2,Active,N
LN-20115,2025-09-01,675023.59,14257.65,0,Current,2,Active,N
LN-20115,2025-10-01,665237.96,14257.65,0,Current,2,Active,N
LN-20115,2025-11-01,655387.51,14257.65,0,Current,2,Active,N
LN-20115,2025-12-01,645471.8,14257.65,0,Current,2,Active,N
LN-20115,2026-01-01,635490.39,14257.65,0,Current,2,Active,N
LN-20115,2026-02-01,625442.86,14257.65,0,Current,2,Active,N
LN-20115,2026-03-01,615328.76,14257.65,0,Current,2,Active,N
LN-20115,2026-04-01,605147.66,14257.65,0,Current,2,Active,N
LN-20115,2026-05-01,594899.11,14257.65,0,Current,2,Active,N
LN-20115,2026-06-01,584582.66,14257.65,0,Current,2,Active,N
LN-20115,2026-07-01,574197.87,14257.65,0,Current,2,Active,N
LN-20117,2024-08-01,215130.22,1267.48,0,Current,3,Active,N
LN-20117,2024-09-01,251827.1,1483.68,0,Current,3,Active,N
LN-20117,2024-10-01,155987.97,919.03,0,Current,3,Active,N
LN-20117,2024-11-01,194775.93,1147.55,23,1-29 Days,3,Active,Y
LN-20117,2024-12-01,163140.24,961.17,0,Current,3,Active,N
LN-20117,2025-01-01,173887.29,1024.49,0,Current,3,Active,N
LN-20117,2025-02-01,235315.82,1386.4,0,Current,3,Active,N
LN-20117,2025-03-01,235017.68,1384.65,0,Current,3,Active,N
LN-20117,2025-04-01,305867.68,1802.07,0,Current,3,Active,N
LN-20117,2025-05-01,295429.15,1740.57,0,Current,3,Active,N
LN-20117,2025-06-01,311078.79,1832.77,0,Current,3,Active,N
LN-20117,2025-07-01,243168.11,1432.67,0,Current,3,Active,N
LN-20117,2025-08-01,179383.7,1056.87,0,Current,3,Active,N
LN-20117,2025-09-01,200004.31,1178.36,0,Current,3,Active,N
LN-20117,2025-10-01,167945.79,989.48,0,Current,3,Active,N
LN-20117,2025-11-01,143009.77,842.57,0,Current,3,Active,N
LN-20117,2025-12-01,195729.8,1153.17,0,Current,3,Active,N
LN-20117,2026-01-01,215036.28,1266.92,0,Current,3,Active,N
LN-20117,2026-02-01,261318.38,1539.6,0,Current,3,Active,N
LN-20117,2026-03-01,275314.7,1622.06,0,Current,3,Active,N
LN-20117,2026-04-01,224390.57,1322.03,0,Current,3,Active,N
LN-20117,2026-05-01,249330.08,1468.97,0,Current,3,Active,N
LN-20117,2026-06-01,224361.08,1321.86,19,1-29 Days,3,Active,Y
LN-20117,2026-07-01,194067.32,1143.38,17,1-29 Days,3,Active,N
LN-20118,2024-08-01,152177.73,2574.79,0,Current,3,Active,N
LN-20118,2024-09-01,150456.39,2574.79,0,Current,3,Active,N
LN-20118,2024-10-01,148725.41,2574.79,0,Current,3,Active,N
LN-20118,2024-11-01,146984.72,2574.79,0,Current,3,Active,N
LN-20118,2024-12-01,145234.26,2574.79,0,Current,3,Active,N
LN-20118,2025-01-01,143473.99,2574.79,0,Current,3,Active,N
LN-20118,2025-02-01,141703.85,2574.79,0,Current,3,Active,N
LN-20118,2025-03-01,139923.77,2574.79,0,Current,3,Active,N
LN-20118,2025-04-01,138133.72,2574.79,0,Current,3,Active,N
LN-20118,2025-05-01,136333.63,2574.79,0,Current,3,Active,N
LN-20118,2025-06-01,134523.44,2574.79,21,1-29 Days,3,Active,Y
LN-20118,2025-07-01,132703.09,2574.79,0,Current,3,Active,N
LN-20118,2025-08-01,130872.54,2574.79,0,Current,3,Active,N
LN-20118,2025-09-01,129031.72,2574.79,0,Current,3,Active,N
LN-20118,2025-10-01,127180.58,2574.79,0,Current,3,Active,N
LN-20118,2025-11-01,125319.06,2574.79,34,30-59 Days,3,Active,Y
LN-20118,2025-12-01,123447.1,2574.79,33,30-59 Days,3,Active,N
LN-20118,2026-01-01,121564.64,2574.79,49,30-59 Days,3,Active,N
LN-20118,2026-02-01,119671.62,2574.79,38,30-59 Days,3,Active,N
LN-20118,2026-03-01,117767.98,2574.79,78,60-89 Days,4,Active,Y
LN-20118,2026-04-01,115853.67,2574.79,0,Current,3,Active,N
LN-20118,2026-05-01,113928.62,2574.79,0,Current,3,Active,N
LN-20118,2026-06-01,111992.78,2574.79,0,Current,3,Active,N
LN-20118,2026-07-01,110046.07,2574.79,0,Current,3,Active,N
LN-20119,2025-02-01,205500.0,2478.11,0,Current,1,Active,N
LN-20119,2025-03-01,204367.92,2478.11,0,Current,1,Active,N
LN-20119,2025-04-01,203228.42,2478.11,0,Current,1,Active,N
LN-20119,2025-05-01,202081.46,2478.11,0,Current,1,Active,N
LN-20119,2025-06-01,200926.99,2478.11,0,Current,1,Active,N
LN-20119,2025-07-01,199764.96,2478.11,0,Current,1,Active,N
LN-20119,2025-08-01,198595.31,2478.11,83,60-89 Days,2,Active,Y
LN-20119,2025-09-01,197418.0,2478.11,79,60-89 Days,2,Active,N
LN-20119,2025-10-01,196232.99,2478.11,89,60-89 Days,2,Active,N
LN-20119,2025-11-01,195040.21,2478.11,67,60-89 Days,2,Active,N
LN-20119,2025-12-01,193839.61,2478.11,66,60-89 Days,2,Active,N
LN-20119,2026-01-01,192631.16,2478.11,63,60-89 Days,2,Active,N
LN-20119,2026-02-01,191414.79,2478.11,0,Current,1,Active,N
LN-20119,2026-03-01,190190.45,2478.11,0,Current,1,Active,N
LN-20119,2026-04-01,188958.09,2478.11,0,Current,1,Active,N
LN-20119,2026-05-01,187717.66,2478.11,0,Current,1,Active,N
LN-20119,2026-06-01,186469.1,2478.11,0,Current,1,Active,N
LN-20119,2026-07-01,185212.37,2478.11,0,Current,1,Active,N
LN-20120,2024-08-01,200284.56,1391.98,0,Current,1,Active,N
LN-20120,2024-09-01,229852.33,1597.47,0,Current,1,Active,N
LN-20120,2024-10-01,210016.03,1459.61,0,Current,1,Active,N
LN-20120,2024-11-01,225321.55,1565.98,0,Current,1,Active,N
LN-20120,2024-12-01,126304.96,877.82,0,Current,1,Active,N
LN-20120,2025-01-01,284077.93,1974.34,16,1-29 Days,1,Active,Y
LN-20120,2025-02-01,302744.35,2104.07,23,1-29 Days,1,Active,N
LN-20120,2025-03-01,469436.02,3262.58,0,Current,1,Active,N
LN-20120,2025-04-01,381694.88,2652.78,0,Current,1,Active,N
LN-20120,2025-05-01,329516.28,2290.14,0,Current,1,Active,N
LN-20120,2025-06-01,383977.94,2668.65,0,Current,1,Active,N
LN-20120,2025-07-01,182247.07,1266.62,0,Current,1,Active,N
LN-20120,2025-08-01,314177.71,2183.54,0,Current,1,Active,N
LN-20120,2025-09-01,209052.43,1452.91,0,Current,1,Active,N
LN-20120,2025-10-01,190428.85,1323.48,0,Current,1,Active,N
LN-20120,2025-11-01,231405.17,1608.27,0,Current,1,Active,N
LN-20120,2025-12-01,239458.52,1664.24,0,Current,1,Active,N
LN-20120,2026-01-01,264702.32,1839.68,0,Current,1,Active,N
LN-20120,2026-02-01,266917.98,1855.08,0,Current,1,Active,N
LN-20120,2026-03-01,423531.37,2943.54,0,Current,1,Active,N
LN-20120,2026-04-01,361816.09,2514.62,0,Current,1,Active,N
LN-20120,2026-05-01,314195.02,2183.66,0,Current,1,Active,N
LN-20120,2026-06-01,342212.62,2378.38,0,Current,1,Active,N
LN-20120,2026-07-01,217831.83,1513.93,0,Current,1,Active,N
LN-20121,2025-12-01,74245.58,494.35,0,Current,1,Active,N
LN-20121,2026-01-01,93136.18,620.13,0,Current,1,Active,N
LN-20121,2026-02-01,81336.63,541.57,0,Current,1,Active,N
LN-20121,2026-03-01,93240.9,620.83,0,Current,1,Active,N
LN-20121,2026-04-01,124203.82,826.99,0,Current,1,Active,N
LN-20121,2026-05-01,152880.0,1017.93,0,Current,1,Active,N
LN-20121,2026-06-01,105455.97,702.16,0,Current,1,Active,N
LN-20121,2026-07-01,103698.54,690.46,0,Current,1,Active,N
LN-20122,2026-05-01,202000.0,3944.8,0,Current,1,Active,N
LN-20122,2026-06-01,199135.9,3944.8,0,Current,1,Active,N
LN-20122,2026-07-01,196256.48,3944.8,0,Current,1,Active,N
LN-20123,2026-05-01,656300.0,10147.68,0,Current,2,Active,N
LN-20123,2026-06-01,650390.92,10147.68,0,Current,2,Active,N
LN-20123,2026-07-01,644443.69,10147.68,0,Current,2,Active,N
LN-20124,2024-08-01,147154.09,4640.94,0,Current,4,Active,N
LN-20124,2024-09-01,143335.99,4640.94,0,Current,4,Active,N
LN-20124,2024-10-01,139496.54,4640.94,0,Current,4,Active,N
LN-20124,2024-11-01,135635.62,4640.94,0,Current,4,Active,N
LN-20124,2024-12-01,131753.11,4640.94,0,Current,4,Active,N
LN-20124,2025-01-01,127848.89,4640.94,0,Current,4,Active,N
LN-20124,2025-02-01,123922.84,4640.94,0,Current,4,Active,N
LN-20124,2025-03-01,119974.84,4640.94,0,Current,4,Active,N
LN-20124,2025-04-01,116004.76,4640.94,0,Current,4,Active,N
LN-20124,2025-05-01,112012.48,4640.94,85,60-89 Days,4,Active,Y
LN-20124,2025-06-01,107997.88,4640.94,74,60-89 Days,4,Active,N
LN-20124,2025-07-01,103960.83,4640.94,0,Current,4,Active,N
LN-20124,2025-08-01,99901.2,4640.94,0,Current,4,Active,N
LN-20124,2025-09-01,95818.88,4640.94,0,Current,4,Active,N
LN-20124,2025-10-01,91713.73,4640.94,0,Current,4,Active,N
LN-20124,2025-11-01,87585.62,4640.94,0,Current,4,Active,N
LN-20124,2025-12-01,83434.43,4640.94,75,60-89 Days,4,Active,Y
LN-20124,2026-01-01,79260.03,4640.94,77,60-89 Days,4,Active,N
LN-20124,2026-02-01,75062.29,4640.94,0,Current,4,Active,N
LN-20124,2026-03-01,70841.07,4640.94,0,Current,4,Active,N
LN-20124,2026-04-01,66596.25,4640.94,0,Current,4,Active,N
LN-20124,2026-05-01,62327.7,4640.94,0,Current,4,Active,N
LN-20124,2026-06-01,58035.27,4640.94,0,Current,4,Active,N
LN-20124,2026-07-01,53718.85,4640.94,0,Current,4,Active,N
LN-20125,2024-08-01,156558.15,4238.91,0,Current,4,Active,N
LN-20125,2024-09-01,153278.16,4238.91,0,Current,4,Active,N
LN-20125,2024-10-01,149978.08,4238.91,0,Current,4,Active,N
LN-20125,2024-11-01,146657.79,4238.91,0,Current,4,Active,N
LN-20125,2024-12-01,143317.15,4238.91,0,Current,4,Active,N
LN-20125,2025-01-01,139956.06,4238.91,0,Current,4,Active,N
LN-20125,2025-02-01,136574.38,4238.91,0,Current,4,Active,N
LN-20125,2025-03-01,133171.99,4238.91,0,Current,4,Active,N
LN-20125,2025-04-01,129748.76,4238.91,0,Current,4,Active,N
LN-20125,2025-05-01,126304.56,4238.91,0,Current,4,Active,N
LN-20125,2025-06-01,122839.26,4238.91,0,Current,4,Active,N
LN-20125,2025-07-01,119352.74,4238.91,0,Current,4,Active,N
LN-20125,2025-08-01,115844.87,4238.91,0,Current,4,Active,N
LN-20125,2025-09-01,112315.51,4238.91,0,Current,4,Active,N
LN-20125,2025-10-01,108764.53,4238.91,0,Current,4,Active,N
LN-20125,2025-11-01,105191.8,4238.91,0,Current,4,Active,N
LN-20125,2025-12-01,101597.19,4238.91,0,Current,4,Active,N
LN-20125,2026-01-01,97980.57,4238.91,0,Current,4,Active,N
LN-20125,2026-02-01,94341.79,4238.91,0,Current,4,Active,N
LN-20125,2026-03-01,90680.72,4238.91,0,Current,4,Active,N
LN-20125,2026-04-01,86997.23,4238.91,0,Current,4,Active,N
LN-20125,2026-05-01,83291.18,4238.91,0,Current,4,Active,N
LN-20125,2026-06-01,79562.43,4238.91,0,Current,4,Active,N
LN-20125,2026-07-01,75810.84,4238.91,0,Current,4,Active,N
LN-20126,2025-06-01,869000.0,13281.83,0,Current,1,Active,N
LN-20126,2025-07-01,861069.76,13281.83,0,Current,1,Active,N
LN-20126,2025-08-01,853090.68,13281.83,0,Current,1,Active,N
LN-20126,2025-09-01,845062.46,13281.83,0,Current,1,Active,N
LN-20126,2025-10-01,836984.8,13281.83,0,Current,1,Active,N
LN-20126,2025-11-01,828857.4,13281.83,0,Current,1,Active,N
LN-20126,2025-12-01,820679.95,13281.83,0,Current,1,Active,N
LN-20126,2026-01-01,812452.14,13281.83,0,Current,1,Active,N
LN-20126,2026-02-01,804173.65,13281.83,0,Current,1,Active,N
LN-20126,2026-03-01,795844.19,13281.83,0,Current,1,Active,N
LN-20126,2026-04-01,787463.43,13281.83,0,Current,1,Active,N
LN-20126,2026-05-01,779031.06,13281.83,0,Current,1,Active,N
LN-20126,2026-06-01,770546.76,13281.83,0,Current,1,Active,N
LN-20126,2026-07-01,762010.21,13281.83,0,Current,1,Active,N
LN-20127,2025-05-01,517100.0,10410.84,0,Current,1,Active,N
LN-20127,2025-06-01,510007.22,10410.84,0,Current,1,Active,N
LN-20127,2025-07-01,502868.93,10410.84,0,Current,1,Active,N
LN-20127,2025-08-01,495684.83,10410.84,0,Current,1,Active,N
LN-20127,2025-09-01,488454.64,10410.84,0,Current,1,Active,N
LN-20127,2025-10-01,481178.05,10410.84,0,Current,1,Active,N
LN-20127,2025-11-01,473854.77,10410.84,0,Current,1,Active,N
LN-20127,2025-12-01,466484.5,10410.84,0,Current,1,Active,N
LN-20127,2026-01-01,459066.94,10410.84,0,Current,1,Active,N
LN-20127,2026-02-01,451601.78,10410.84,0,Current,1,Active,N
LN-20127,2026-03-01,444088.72,10410.84,0,Current,1,Active,N
LN-20127,2026-04-01,436527.45,10410.84,0,Current,1,Active,N
LN-20127,2026-05-01,428917.66,10410.84,0,Current,1,Active,N
LN-20127,2026-06-01,421259.05,10410.84,0,Current,1,Active,N
LN-20127,2026-07-01,413551.29,10410.84,0,Current,1,Active,N
LN-20128,2024-08-01,9282.94,9337.48,0,Current,1,Active,N
LN-20129,2024-08-01,33647.22,215.34,82,60-89 Days,4,Active,N
LN-20129,2024-09-01,43067.0,275.63,67,60-89 Days,4,Active,N
LN-20129,2024-10-01,22235.96,142.31,86,60-89 Days,4,Active,N
LN-20129,2024-11-01,17154.23,109.79,85,60-89 Days,4,Active,N
LN-20129,2024-12-01,22019.19,140.92,71,60-89 Days,4,Active,N
LN-20129,2025-01-01,42453.77,271.7,0,Current,4,Active,N
LN-20129,2025-02-01,49253.7,315.22,0,Current,4,Active,N
LN-20129,2025-03-01,69333.57,443.73,58,30-59 Days,4,Active,Y
LN-20129,2025-04-01,63143.24,404.12,40,30-59 Days,4,Active,N
LN-20129,2025-05-01,62857.1,402.29,45,30-59 Days,4,Active,N
LN-20129,2025-06-01,60476.93,387.05,36,30-59 Days,4,Active,N
LN-20129,2025-07-01,41786.78,267.44,58,30-59 Days,4,Active,N
LN-20129,2025-08-01,40664.78,260.25,55,30-59 Days,4,Active,N
LN-20129,2025-09-01,32520.78,208.13,50,30-59 Days,4,Active,N
LN-20129,2025-10-01,31116.97,199.15,46,30-59 Days,4,Active,N
LN-20129,2025-11-01,27681.36,177.16,40,30-59 Days,4,Active,N
LN-20129,2025-12-01,28799.55,184.32,34,30-59 Days,4,Active,N
LN-20129,2026-01-01,58418.76,373.88,49,30-59 Days,4,Active,N
LN-20129,2026-02-01,56845.23,363.81,57,30-59 Days,4,Active,N
LN-20129,2026-03-01,57836.29,370.15,37,30-59 Days,4,Active,N
LN-20129,2026-04-01,68710.0,439.74,33,30-59 Days,4,Active,N
LN-20129,2026-05-01,66873.43,427.99,57,30-59 Days,4,Active,N
LN-20129,2026-06-01,51608.09,330.29,61,60-89 Days,4,Active,Y
LN-20129,2026-07-01,49244.7,315.17,0,Current,4,Active,N
LN-20130,2024-08-01,89824.9,1199.81,0,Current,3,Active,N
LN-20130,2024-09-01,89182.75,1199.81,0,Current,3,Active,N
LN-20130,2024-10-01,88536.62,1199.81,0,Current,3,Active,N
LN-20130,2024-11-01,87886.48,1199.81,0,Current,3,Active,N
LN-20130,2024-12-01,87232.3,1199.81,0,Current,3,Active,N
LN-20130,2025-01-01,86574.06,1199.81,0,Current,3,Active,N
LN-20130,2025-02-01,85911.74,1199.81,0,Current,3,Active,N
LN-20130,2025-03-01,85245.3,1199.81,69,60-89 Days,4,Active,Y
LN-20130,2025-04-01,84574.72,1199.81,89,60-89 Days,4,Active,N
LN-20130,2025-05-01,83899.98,1199.81,77,60-89 Days,4,Active,N
LN-20130,2025-06-01,83221.06,1199.81,70,60-89 Days,4,Active,N
LN-20130,2025-07-01,82537.91,1199.81,63,60-89 Days,4,Active,N
LN-20130,2025-08-01,81850.53,1199.81,0,Current,3,Active,N
LN-20130,2025-09-01,81158.88,1199.81,0,Current,3,Active,N
LN-20130,2025-10-01,80462.93,1199.81,0,Current,3,Active,N
LN-20130,2025-11-01,79762.66,1199.81,0,Current,3,Active,N
LN-20130,2025-12-01,79058.05,1199.81,0,Current,3,Active,N
LN-20130,2026-01-01,78349.06,1199.81,0,Current,3,Active,N
LN-20130,2026-02-01,77635.67,1199.81,0,Current,3,Active,N
LN-20130,2026-03-01,76917.85,1199.81,0,Current,3,Active,N
LN-20130,2026-04-01,76195.58,1199.81,0,Current,3,Active,N
LN-20130,2026-05-01,75468.82,1199.81,0,Current,3,Active,N
LN-20130,2026-06-01,74737.55,1199.81,33,30-59 Days,3,Active,Y
LN-20130,2026-07-01,74001.74,1199.81,38,30-59 Days,3,Active,N
LN-20131,2024-08-01,2517418.01,19422.62,0,Current,2,Active,N
LN-20131,2024-09-01,2512050.97,19422.62,0,Current,2,Active,N
LN-20131,2024-10-01,2506653.97,19422.62,0,Current,2,Active,N
LN-20131,2024-11-01,2501226.84,19422.62,0,Current,2,Active,N
LN-20131,2024-12-01,2495769.41,19422.62,0,Current,2,Active,N
LN-20131,2025-01-01,2490281.5,19422.62,0,Current,2,Active,N
LN-20131,2025-02-01,2484762.95,19422.62,0,Current,2,Active,N
LN-20131,2025-03-01,2479213.6,19422.62,0,Current,2,Active,N
LN-20131,2025-04-01,2473633.25,19422.62,0,Current,2,Active,N
LN-20131,2025-05-01,2468021.75,19422.62,0,Current,2,Active,N
LN-20131,2025-06-01,2462378.92,19422.62,0,Current,2,Active,N
LN-20131,2025-07-01,2456704.59,19422.62,0,Current,2,Active,N
LN-20131,2025-08-01,2450998.57,19422.62,0,Current,2,Active,N
LN-20131,2025-09-01,2445260.69,19422.62,0,Current,2,Active,N
LN-20131,2025-10-01,2439490.78,19422.62,0,Current,2,Active,N
LN-20131,2025-11-01,2433688.65,19422.62,0,Current,2,Active,N
LN-20131,2025-12-01,2427854.13,19422.62,0,Current,2,Active,N
LN-20131,2026-01-01,2421987.03,19422.62,0,Current,2,Active,N
LN-20131,2026-02-01,2416087.17,19422.62,0,Current,2,Active,N
LN-20131,2026-03-01,2410154.38,19422.62,0,Current,2,Active,N
LN-20131,2026-04-01,2404188.45,19422.62,0,Current,2,Active,N
LN-20131,2026-05-01,2398189.22,19422.62,0,Current,2,Active,N
LN-20131,2026-06-01,2392156.49,19422.62,0,Current,2,Active,N
LN-20131,2026-07-01,2386090.08,19422.62,0,Current,2,Active,N
LN-20132,2026-01-01,683400.0,10733.52,0,Current,2,Active,N
LN-20132,2026-02-01,677359.16,10733.52,0,Current,2,Active,N
LN-20132,2026-03-01,671276.84,10733.52,0,Current,2,Active,N
LN-20132,2026-04-01,665152.76,10733.52,0,Current,2,Active,N
