loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,interest_rate,amortization_years,collateral_type,collateral_value,loan_status
LN-20224,BOR-1161,Equipment Loan,2018-02-01,2025-02-01,561200.0,0.0624,7,Equipment,758800.0,Paid Off
LN-20225,BOR-1162,Operating Line of Credit,2023-07-01,2026-07-01,294300.0,0.0751,1,General Security Agreement,349100.0,Active
LN-20226,BOR-1162,Term Loan,2019-01-01,2026-01-01,338300.0,0.0742,7,General Security Agreement,380900.0,Paid Off
LN-20227,BOR-1162,Equipment Loan,2024-02-01,2029-02-01,747400.0,0.0615,5,Equipment,882300.0,Active
LN-20228,BOR-1163,Farm Mortgage,2025-08-01,2040-08-01,2750800.0,0.0611,15,Farmland,4504700.0,Active
LN-20229,BOR-1164,Term Loan,2020-07-01,2027-07-01,271700.0,0.067,7,General Security Agreement,312300.0,Active
LN-20230,BOR-1165,Operating Line of Credit,2022-09-01,2026-09-01,249000.0,0.0728,1,General Security Agreement,297900.0,Active
LN-20231,BOR-1166,Equipment Loan,2019-09-01,2024-09-01,736600.0,0.0681,5,Equipment,946500.0,Paid Off
LN-20232,BOR-1167,Term Loan,2026-02-01,2033-02-01,890800.0,0.0678,7,Farmland,1403300.0,Active
LN-20233,BOR-1167,Operating Line of Credit,2025-01-01,2027-01-01,167600.0,0.0792,1,General Security Agreement,227000.0,Active
LN-20234,BOR-1168,Term Loan,2025-01-01,2032-01-01,1250600.0,0.0746,7,Farmland,1916300.0,Active
LN-20235,BOR-1169,Equipment Loan,2018-06-01,2025-06-01,367200.0,0.0685,7,Equipment,462800.0,Paid Off
LN-20236,BOR-1169,Operating Line of Credit,2025-03-01,2027-03-01,313300.0,0.0731,1,General Security Agreement,402400.0,Active
LN-20237,BOR-1170,Term Loan,2024-10-01,2034-10-01,1317800.0,0.0833,10,Farmland,2847400.0,Active
LN-20238,BOR-1171,Equipment Loan,2023-08-01,2030-08-01,617400.0,0.0715,7,Equipment,661300.0,Active
LN-20239,BOR-1171,Term Loan,2019-07-01,2024-07-01,1124000.0,0.0842,5,General Security Agreement,1449000.0,Paid Off
LN-20240,BOR-1172,Term Loan,2026-04-01,2036-04-01,1198900.0,0.0761,10,Farmland,2215100.0,Active
LN-20241,BOR-1173,Operating Line of Credit,2026-04-01,2027-04-01,438200.0,0.0834,1,General Security Agreement,609900.0,Active
LN-20242,BOR-1174,Term Loan,2021-12-01,2031-12-01,569600.0,0.0652,10,General Security Agreement,911000.0,Active
LN-20243,BOR-1174,Equipment Loan,2021-06-01,2028-06-01,270900.0,0.0637,7,Equipment,317000.0,Active
LN-20244,BOR-1174,Operating Line of Credit,2021-06-01,2027-06-01,162900.0,0.0769,1,General Security Agreement,207300.0,Active
LN-20245,BOR-1175,Term Loan,2025-04-01,2032-04-01,1385100.0,0.0731,7,Farmland,1908400.0,Active
LN-20246,BOR-1176,Equipment Loan,2024-06-01,2031-06-01,159000.0,0.0629,7,Equipment,217600.0,Active
LN-20247,BOR-1176,Term Loan,2025-04-01,2032-04-01,712900.0,0.0719,7,Farmland,1085100.0,Active
LN-20248,BOR-1177,Term Loan,2024-06-01,2034-06-01,1185800.0,0.0789,10,General Security Agreement,1796100.0,Active
LN-20249,BOR-1178,Term Loan,2022-04-01,2032-04-01,159300.0,0.0824,10,General Security Agreement,180800.0,Active
LN-20250,BOR-1179,Equipment Loan,2020-08-01,2025-08-01,202800.0,0.0783,5,Equipment,256200.0,Paid Off
LN-20251,BOR-1179,Operating Line of Credit,2023-12-01,2026-12-01,342900.0,0.0881,1,General Security Agreement,536300.0,Active
LN-20252,BOR-1180,Operating Line of Credit,2020-08-01,2026-08-01,213700.0,0.0864,1,General Security Agreement,243300.0,Active
LN-20253,BOR-1181,Farm Mortgage,2019-08-01,2039-08-01,2676600.0,0.0693,20,Farmland,5368300.0,Active
LN-20254,BOR-1182,Term Loan,2017-03-01,2024-03-01,142300.0,0.0769,7,General Security Agreement,205000.0,Paid Off
LN-20255,BOR-1182,Farm Mortgage,2018-08-01,2033-08-01,915800.0,0.0658,15,Farmland,1873800.0,Active
LN-20256,BOR-1183,Operating Line of Credit,2022-02-01,2027-02-01,402500.0,0.0738,1,General Security Agreement,599500.0,Active
LN-20257,BOR-1184,Term Loan,2020-12-01,2025-12-01,737700.0,0.0836,5,General Security Agreement,954500.0,Paid Off
LN-20258,BOR-1185,Operating Line of Credit,2024-12-01,2026-12-01,68400.0,0.0836,1,General Security Agreement,88400.0,Active
LN-20259,BOR-1185,Term Loan,2025-04-01,2030-04-01,305200.0,0.0761,5,General Security Agreement,389800.0,Active
LN-20260,BOR-1185,Farm Mortgage,2026-01-01,2046-01-01,657600.0,0.0584,20,Farmland,1013300.0,Active
LN-20261,BOR-1186,Term Loan,2026-01-01,2031-01-01,756000.0,0.0656,5,Farmland,1223300.0,Active
LN-20262,BOR-1186,Equipment Loan,2024-01-01,2029-01-01,338600.0,0.0698,5,Equipment,339400.0,Active
LN-20263,BOR-1187,Operating Line of Credit,2024-04-01,2027-04-01,467500.0,0.082,1,General Security Agreement,597800.0,Active
LN-20264,BOR-1187,Farm Mortgage,2020-09-01,2035-09-01,1440200.0,0.0649,15,Farmland,2820600.0,Active
LN-20265,BOR-1187,Equipment Loan,2018-07-01,2023-07-01,118900.0,0.0766,5,Equipment,163800.0,Paid Off
LN-20266,BOR-1188,Term Loan,2025-02-01,2030-02-01,1236600.0,0.0814,5,Farmland,1908700.0,Active
LN-20267,BOR-1189,Term Loan,2024-07-01,2034-07-01,723800.0,0.0651,10,General Security Agreement,1066700.0,Active
LN-20268,BOR-1189,Operating Line of Credit,2025-09-01,2026-09-01,128500.0,0.0886,1,General Security Agreement,152800.0,Active
LN-20269,BOR-1190,Term Loan,2025-06-01,2032-06-01,255000.0,0.0671,7,General Security Agreement,287500.0,Active
LN-20270,BOR-1190,Equipment Loan,2023-01-01,2028-01-01,657300.0,0.0759,5,Equipment,793600.0,Active
LN-20271,BOR-1191,Operating Line of Credit,2024-09-01,2026-09-01,78300.0,0.0889,1,General Security Agreement,112900.0,Active
LN-20272,BOR-1192,Term Loan,2026-02-01,2031-02-01,731300.0,0.0765,5,General Security Agreement,813900.0,Active
LN-20273,BOR-1193,Term Loan,2025-07-01,2030-07-01,612600.0,0.0827,5,General Security Agreement,717700.0,Active
LN-20274,BOR-1194,Equipment Loan,2025-04-01,2032-04-01,284500.0,0.0733,7,Equipment,321300.0,Active
LN-20275,BOR-1195,Term Loan,2024-03-01,2029-03-01,528800.0,0.0655,5,Farmland,768900.0,Active
LN-20276,BOR-1195,Farm Mortgage,2024-07-01,2044-07-01,1619100.0,0.0567,20,Farmland,3379700.0,Active
LN-20277,BOR-1196,Term Loan,2024-05-01,2029-05-01,660000.0,0.0807,5,Farmland,1177100.0,Active
LN-20278,BOR-1197,Term Loan,2024-12-01,2029-12-01,254200.0,0.0846,5,Farmland,374600.0,Active
LN-20279,BOR-1198,Operating Line of Credit,2023-05-01,2027-05-01,249700.0,0.075,1,General Security Agreement,358800.0,Active
LN-20280,BOR-1199,Farm Mortgage,2017-10-01,2037-10-01,1057800.0,0.058,20,Farmland,2146800.0,Active
LN-20281,BOR-1200,Equipment Loan,2020-08-01,2027-08-01,439100.0,0.0669,7,Equipment,571200.0,Active
LN-20282,BOR-1201,Operating Line of Credit,2026-02-01,2027-02-01,216200.0,0.07,1,General Security Agreement,341800.0,Active
LN-20283,BOR-1202,Operating Line of Credit,2025-08-01,2026-08-01,320000.0,0.081,1,General Security Agreement,507500.0,Active
LN-20284,BOR-1203,Operating Line of Credit,2019-05-01,2027-05-01,79000.0,0.077,1,General Security Agreement,93900.0,Active
LN-20285,BOR-1203,Term Loan,2019-07-01,2029-07-01,1026900.0,0.0826,10,General Security Agreement,1473800.0,Active
LN-20286,BOR-1204,Farm Mortgage,2025-01-01,2040-01-01,1218800.0,0.0565,15,Farmland,2607600.0,Active
LN-20287,BOR-1205,Operating Line of Credit,2020-09-01,2026-09-01,120300.0,0.0739,1,General Security Agreement,185200.0,Active
LN-20288,BOR-1206,Term Loan,2021-10-01,2031-10-01,801700.0,0.0823,10,Farmland,1750900.0,Default/Charged Off
LN-20289,BOR-1207,Equipment Loan,2026-05-01,2031-05-01,338400.0,0.0665,5,Equipment,435400.0,Active
LN-20290,BOR-1207,Operating Line of Credit,2026-02-01,2027-02-01,477800.0,0.0814,1,General Security Agreement,596000.0,Active
LN-20291,BOR-1208,Operating Line of Credit,2022-02-01,2027-02-01,242000.0,0.0858,1,General Security Agreement,267300.0,Active
LN-20292,BOR-1209,Operating Line of Credit,2022-04-01,2027-04-01,461900.0,0.0783,1,General Security Agreement,640800.0,Active
LN-20293,BOR-1210,Operating Line of Credit,2020-12-01,2026-12-01,80300.0,0.0879,1,General Security Agreement,110300.0,Active
LN-20294,BOR-1211,Term Loan,2023-08-01,2033-08-01,937100.0,0.0736,10,General Security Agreement,1052900.0,Active
LN-20295,BOR-1212,Term Loan,2025-11-01,2030-11-01,978000.0,0.0695,5,Farmland,1804400.0,Active
LN-20296,BOR-1212,Operating Line of Credit,2026-04-01,2027-04-01,80900.0,0.0789,1,General Security Agreement,101600.0,Active
LN-20297,BOR-1213,Operating Line of Credit,2022-08-01,2026-08-01,323500.0,0.0847,1,General Security Agreement,365400.0,Active
LN-20298,BOR-1213,Term Loan,2023-09-01,2033-09-01,525100.0,0.0734,10,Farmland,881500.0,Active
LN-20299,BOR-1214,Term Loan,2024-09-01,2029-09-01,1036200.0,0.0703,5,Farmland,1871800.0,Active
LN-20300,BOR-1215,Equipment Loan,2020-08-01,2025-08-01,638000.0,0.0675,5,Equipment,696100.0,Paid Off
LN-20301,BOR-1216,Term Loan,2026-05-01,2033-05-01,708400.0,0.0687,7,General Security Agreement,936800.0,Active
LN-20302,BOR-1217,Term Loan,2026-01-01,2036-01-01,504200.0,0.0691,10,General Security Agreement,588200.0,Active
LN-20303,BOR-1218,Operating Line of Credit,2025-06-01,2027-06-01,287800.0,0.0726,1,General Security Agreement,346800.0,Active
LN-20304,BOR-1218,Term Loan,2025-11-01,2032-11-01,1074500.0,0.0701,7,Farmland,2201700.0,Active
LN-20305,BOR-1219,Equipment Loan,2025-09-01,2032-09-01,321300.0,0.071,7,Equipment,437500.0,Active
LN-20306,BOR-1220,Operating Line of Credit,2024-01-01,2027-01-01,389500.0,0.0774,1,General Security Agreement,597400.0,Active
LN-20307,BOR-1221,Term Loan,2016-08-01,2026-08-01,917700.0,0.0734,10,General Security Agreement,1099100.0,Active
LN-20308,BOR-1222,Equipment Loan,2023-04-01,2028-04-01,129200.0,0.0707,5,Equipment,167900.0,Active
LN-20309,BOR-1222,Operating Line of Credit,2025-06-01,2027-06-01,181000.0,0.0725,1,General Security Agreement,280600.0,Active
LN-20310,BOR-1223,Term Loan,2024-01-01,2034-01-01,236100.0,0.0663,10,General Security Agreement,308600.0,Active
LN-20311,BOR-1223,Equipment Loan,2024-03-01,2031-03-01,727900.0,0.0768,7,Equipment,907300.0,Active
LN-20312,BOR-1224,Operating Line of Credit,2017-01-01,2027-01-01,358700.0,0.0721,1,General Security Agreement,430100.0,Active
LN-20313,BOR-1224,Farm Mortgage,2017-06-01,2032-06-01,2513500.0,0.07,15,Farmland,3494500.0,Active
LN-20314,BOR-1225,Term Loan,2022-12-01,2032-12-01,1220600.0,0.0826,10,General Security Agreement,1895800.0,Active
LN-20315,BOR-1225,Farm Mortgage,2022-05-01,2037-05-01,1036400.0,0.0591,15,Farmland,1982400.0,Active
LN-20316,BOR-1226,Term Loan,2023-09-01,2033-09-01,957800.0,0.0784,10,General Security Agreement,1235900.0,Active
LN-20317,BOR-1226,Farm Mortgage,2025-10-01,2050-10-01,2214800.0,0.0646,25,Farmland,4667100.0,Active
LN-20318,BOR-1227,Term Loan,2020-09-01,2025-09-01,1456100.0,0.0843,5,General Security Agreement,2154800.0,Paid Off
LN-20319,BOR-1227,Farm Mortgage,2022-06-01,2042-06-01,2308100.0,0.0563,20,Farmland,3297300.0,Active
LN-20320,BOR-1228,Term Loan,2018-12-01,2025-12-01,174400.0,0.0666,7,General Security Agreement,256800.0,Paid Off
LN-20321,BOR-1229,Operating Line of Credit,2026-03-01,2027-03-01,208200.0,0.0849,1,General Security Agreement,320200.0,Active
LN-20322,BOR-1229,Term Loan,2025-10-01,2035-10-01,439900.0,0.0755,10,Farmland,586700.0,Active
LN-20323,BOR-1229,Equipment Loan,2026-02-01,2031-02-01,580900.0,0.071,5,Equipment,601300.0,Active
LN-20324,BOR-1230,Farm Mortgage,2026-03-01,2051-03-01,882000.0,0.0661,25,Farmland,1793300.0,Active
LN-20325,BOR-1230,Operating Line of Credit,2025-12-01,2026-12-01,415300.0,0.0793,1,General Security Agreement,600300.0,Active
LN-20326,BOR-1230,Equipment Loan,2026-03-01,2033-03-01,149300.0,0.0623,7,Equipment,186700.0,Active
LN-20327,BOR-1231,Farm Mortgage,2026-03-01,2051-03-01,2046900.0,0.0609,25,Farmland,3776000.0,Active
LN-20328,BOR-1232,Operating Line of Credit,2022-05-01,2027-05-01,367400.0,0.0866,1,General Security Agreement,415600.0,Active
LN-20329,BOR-1232,Equipment Loan,2020-01-01,2027-01-01,616200.0,0.0703,7,Equipment,783600.0,Active
LN-20330,BOR-1233,Operating Line of Credit,2023-02-01,2027-02-01,185100.0,0.074,1,General Security Agreement,241600.0,Active
LN-20331,BOR-1233,Equipment Loan,2023-11-01,2028-11-01,572000.0,0.0769,5,Equipment,611800.0,Active
LN-20332,BOR-1234,Term Loan,2025-02-01,2035-02-01,1061400.0,0.07,10,General Security Agreement,1587800.0,Active
LN-20333,BOR-1235,Term Loan,2025-12-01,2035-12-01,869300.0,0.0669,10,General Security Agreement,1162000.0,Active
LN-20334,BOR-1235,Equipment Loan,2026-03-01,2033-03-01,198800.0,0.0675,7,Equipment,220300.0,Active
LN-20335,BOR-1236,Operating Line of Credit,2023-02-01,2027-02-01,450100.0,0.0888,1,General Security Agreement,544500.0,Active
LN-20336,BOR-1237,Equipment Loan,2017-09-01,2022-09-01,796100.0,0.0773,5,Equipment,876100.0,Paid Off
LN-20337,BOR-1238,Equipment Loan,2021-12-01,2026-12-01,486100.0,0.0703,5,Equipment,535200.0,Active
LN-20338,BOR-1239,Term Loan,2023-03-01,2033-03-01,1004400.0,0.0797,10,General Security Agreement,1519800.0,Active
LN-20339,BOR-1240,Term Loan,2021-09-01,2026-09-01,505200.0,0.0674,5,Farmland,732100.0,Active
LN-20340,BOR-1240,Equipment Loan,2019-01-01,2024-01-01,408300.0,0.0721,5,Equipment,524700.0,Paid Off
LN-20341,BOR-1241,Term Loan,2026-02-01,2036-02-01,412900.0,0.0807,10,Farmland,552400.0,Active
LN-20342,BOR-1242,Term Loan,2024-09-01,2031-09-01,1279900.0,0.0667,7,General Security Agreement,1784500.0,Active
LN-20343,BOR-1243,Equipment Loan,2019-06-01,2024-06-01,70700.0,0.0755,5,Equipment,94500.0,Paid Off
LN-20344,BOR-1244,Term Loan,2024-10-01,2034-10-01,1266500.0,0.0655,10,General Security Agreement,1687500.0,Active
LN-20345,BOR-1245,Operating Line of Credit,2025-01-01,2027-01-01,110200.0,0.0892,1,General Security Agreement,127000.0,Active
LN-20346,BOR-1245,Term Loan,2021-04-01,2028-04-01,840600.0,0.0705,7,General Security Agreement,1260000.0,Active
LN-20347,BOR-1246,Equipment Loan,2017-11-01,2024-11-01,399300.0,0.0602,7,Equipment,447600.0,Paid Off
LN-20348,BOR-1246,Term Loan,2021-06-01,2031-06-01,886100.0,0.0684,10,General Security Agreement,1336800.0,Active
LN-20349,BOR-1247,Term Loan,2024-03-01,2031-03-01,446900.0,0.0712,7,Farmland,803300.0,Active
LN-20350,BOR-1247,Farm Mortgage,2025-05-01,2040-05-01,871500.0,0.0609,15,Farmland,1788700.0,Active
LN-20351,BOR-1248,Operating Line of Credit,2025-05-01,2027-05-01,417300.0,0.0707,1,General Security Agreement,514200.0,Active
LN-20352,BOR-1248,Term Loan,2024-07-01,2031-07-01,179900.0,0.0783,7,General Security Agreement,229100.0,Active
LN-20353,BOR-1249,Operating Line of Credit,2024-01-01,2027-01-01,70500.0,0.0786,1,General Security Agreement,100100.0,Active
LN-20354,BOR-1250,Term Loan,2016-08-01,2026-08-01,1035300.0,0.0712,10,Farmland,1809500.0,Active
LN-20355,BOR-1251,Operating Line of Credit,2018-01-01,2027-01-01,158300.0,0.0855,1,General Security Agreement,196800.0,Active
LN-20356,BOR-1252,Equipment Loan,2026-05-01,2031-05-01,85100.0,0.0707,5,Equipment,118100.0,Active
LN-20357,BOR-1252,Term Loan,2019-12-01,2026-12-01,409400.0,0.0801,7,General Security Agreement,586700.0,Active
LN-20358,BOR-1253,Operating Line of Credit,2018-02-01,2027-02-01,422300.0,0.0767,1,General Security Agreement,605400.0,Active
LN-20359,BOR-1254,Term Loan,2021-04-01,2031-04-01,629200.0,0.084,10,General Security Agreement,908500.0,Active
LN-20360,BOR-1255,Farm Mortgage,2019-12-01,2034-12-01,1825900.0,0.0672,15,Farmland,3719300.0,Active
LN-20361,BOR-1255,Operating Line of Credit,2025-06-01,2027-06-01,255000.0,0.0724,1,General Security Agreement,353100.0,Active
LN-20362,BOR-1255,Term Loan,2022-12-01,2027-12-01,319000.0,0.0662,5,General Security Agreement,487100.0,Active
LN-20363,BOR-1256,Equipment Loan,2025-12-01,2032-12-01,57600.0,0.0725,7,Equipment,59000.0,Active
LN-20364,BOR-1256,Operating Line of Credit,2025-08-01,2026-08-01,120400.0,0.0865,1,General Security Agreement,177200.0,Active
LN-20365,BOR-1257,Farm Mortgage,2025-02-01,2040-02-01,2659500.0,0.0676,15,Farmland,3820400.0,Active
LN-20366,BOR-1257,Equipment Loan,2018-03-01,2023-03-01,137600.0,0.0785,5,Equipment,157900.0,Paid Off
LN-20367,BOR-1257,Term Loan,2016-09-01,2021-09-01,738400.0,0.0675,5,General Security Agreement,1135900.0,Paid Off
LN-20368,BOR-1258,Term Loan,2024-09-01,2034-09-01,734600.0,0.0651,10,General Security Agreement,1174100.0,Active
LN-20369,BOR-1258,Operating Line of Credit,2025-03-01,2027-03-01,287900.0,0.0778,1,General Security Agreement,330500.0,Active
LN-20370,BOR-1259,Operating Line of Credit,2023-06-01,2027-06-01,244300.0,0.0809,1,General Security Agreement,372400.0,Active
LN-20371,BOR-1260,Term Loan,2025-02-01,2032-02-01,153500.0,0.0677,7,Farmland,322100.0,Active
LN-20372,BOR-1261,Operating Line of Credit,2024-07-01,2026-07-01,230600.0,0.0766,1,General Security Agreement,354000.0,Active
LN-20373,BOR-1261,Term Loan,2019-05-01,2024-05-01,781400.0,0.0695,5,General Security Agreement,1218400.0,Paid Off
LN-20374,BOR-1262,Term Loan,2017-09-01,2022-09-01,356200.0,0.0812,5,General Security Agreement,503300.0,Paid Off
LN-20375,BOR-1263,Term Loan,2021-08-01,2026-08-01,1298600.0,0.0688,5,Farmland,1785500.0,Active
LN-20376,BOR-1264,Equipment Loan,2024-12-01,2031-12-01,418700.0,0.0648,7,Equipment,540800.0,Active
LN-20377,BOR-1265,Term Loan,2024-01-01,2031-01-01,962800.0,0.0771,7,General Security Agreement,1239400.0,Active
LN-20378,BOR-1266,Operating Line of Credit,2023-09-01,2026-09-01,337300.0,0.0728,1,General Security Agreement,404400.0,Active
LN-20379,BOR-1267,Equipment Loan,2016-07-01,2023-07-01,775100.0,0.0796,7,Equipment,889100.0,Paid Off
LN-20380,BOR-1267,Operating Line of Credit,2017-10-01,2026-10-01,320100.0,0.0717,1,General Security Agreement,413400.0,Active
LN-20381,BOR-1268,Farm Mortgage,2024-01-01,2044-01-01,1352400.0,0.0664,20,Farmland,1918600.0,Active
LN-20382,BOR-1269,Term Loan,2020-11-01,2030-11-01,1061700.0,0.0718,10,Farmland,1614300.0,Active
LN-20383,BOR-1269,Operating Line of Credit,2022-05-01,2027-05-01,52400.0,0.0807,1,General Security Agreement,60700.0,Active
LN-20384,BOR-1270,Operating Line of Credit,2019-12-01,2026-12-01,376300.0,0.0753,1,General Security Agreement,460400.0,Active
LN-20385,BOR-1271,Term Loan,2025-05-01,2030-05-01,319400.0,0.0669,5,General Security Agreement,449100.0,Active
LN-20386,BOR-1271,Operating Line of Credit,2025-11-01,2026-11-01,342600.0,0.0855,1,General Security Agreement,534200.0,Active
LN-20387,BOR-1271,Equipment Loan,2025-01-01,2030-01-01,599900.0,0.0761,5,Equipment,685900.0,Active
LN-20388,BOR-1272,Operating Line of Credit,2024-03-01,2027-03-01,93700.0,0.079,1,General Security Agreement,105100.0,Active
LN-20389,BOR-1273,Farm Mortgage,2022-07-01,2047-07-01,2130100.0,0.0634,25,Farmland,3862900.0,Active
LN-20390,BOR-1274,Operating Line of Credit,2023-01-01,2027-01-01,205600.0,0.084,1,General Security Agreement,269800.0,Active
LN-20391,BOR-1274,Term Loan,2024-04-01,2034-04-01,649100.0,0.0736,10,Farmland,1422500.0,Active
LN-20392,BOR-1275,Term Loan,2026-03-01,2033-03-01,151400.0,0.0756,7,General Security Agreement,181600.0,Active
LN-20393,BOR-1275,Operating Line of Credit,2026-02-01,2027-02-01,377600.0,0.0844,1,General Security Agreement,464900.0,Active
LN-20394,BOR-1276,Operating Line of Credit,2023-03-01,2027-03-01,111200.0,0.0739,1,General Security Agreement,124800.0,Active
LN-20395,BOR-1276,Equipment Loan,2023-09-01,2028-09-01,361700.0,0.0758,5,Equipment,428200.0,Active
LN-20396,BOR-1277,Operating Line of Credit,2024-10-01,2026-10-01,228100.0,0.0758,1,General Security Agreement,254500.0,Active
LN-20397,BOR-1277,Term Loan,2025-12-01,2032-12-01,1284500.0,0.0656,7,Farmland,2362000.0,Active
LN-20398,BOR-1277,Farm Mortgage,2025-10-01,2045-10-01,893500.0,0.0573,20,Farmland,1720900.0,Active
LN-20399,BOR-1278,Operating Line of Credit,2024-02-01,2027-02-01,250100.0,0.0743,1,General Security Agreement,345800.0,Active
LN-20400,BOR-1279,Operating Line of Credit,2018-01-01,2027-01-01,101000.0,0.0797,1,General Security Agreement,133900.0,Active
LN-20401,BOR-1280,Farm Mortgage,2024-08-01,2039-08-01,1571800.0,0.0673,15,Farmland,2541400.0,Active
LN-20402,BOR-1281,Operating Line of Credit,2019-07-01,2026-07-01,350900.0,0.0868,1,General Security Agreement,485300.0,Active
LN-20403,BOR-1282,Term Loan,2025-12-01,2030-12-01,333900.0,0.0668,5,General Security Agreement,470200.0,Active
LN-20404,BOR-1282,Equipment Loan,2019-12-01,2026-12-01,334000.0,0.0767,7,Equipment,391400.0,Active
LN-20405,BOR-1283,Farm Mortgage,2026-01-01,2041-01-01,2775400.0,0.0648,15,Farmland,4812500.0,Active
LN-20406,BOR-1284,Equipment Loan,2024-10-01,2029-10-01,153800.0,0.0611,5,Equipment,181700.0,Active
LN-20407,BOR-1285,Term Loan,2025-04-01,2035-04-01,152300.0,0.0656,10,Farmland,228300.0,Active
LN-20408,BOR-1285,Equipment Loan,2020-09-01,2025-09-01,495300.0,0.0605,5,Equipment,639400.0,Paid Off
LN-20409,BOR-1286,Operating Line of Credit,2024-01-01,2027-01-01,387500.0,0.0712,1,General Security Agreement,478300.0,Active
LN-20410,BOR-1287,Term Loan,2024-09-01,2034-09-01,1274100.0,0.0762,10,General Security Agreement,2018500.0,Active
LN-20411,BOR-1288,Equipment Loan,2026-05-01,2033-05-01,589800.0,0.0786,7,Equipment,823600.0,Active
LN-20412,BOR-1289,Equipment Loan,2019-04-01,2026-04-01,653400.0,0.0729,7,Equipment,905700.0,Paid Off
LN-20413,BOR-1290,Operating Line of Credit,2024-06-01,2027-06-01,284700.0,0.0732,1,General Security Agreement,325800.0,Active
LN-20414,BOR-1291,Equipment Loan,2024-06-01,2031-06-01,582100.0,0.0631,7,Equipment,803800.0,Active
LN-20415,BOR-1291,Term Loan,2023-07-01,2033-07-01,313800.0,0.0788,10,General Security Agreement,428600.0,Active
LN-20416,BOR-1292,Operating Line of Credit,2019-04-01,2027-04-01,220300.0,0.0873,1,General Security Agreement,308200.0,Active
LN-20417,BOR-1292,Term Loan,2023-11-01,2028-11-01,358000.0,0.0819,5,General Security Agreement,465900.0,Active
LN-20418,BOR-1293,Operating Line of Credit,2024-11-01,2026-11-01,480900.0,0.0802,1,General Security Agreement,708400.0,Active
LN-20419,BOR-1294,Operating Line of Credit,2022-03-01,2027-03-01,201600.0,0.073,1,General Security Agreement,293700.0,Active
LN-20420,BOR-1295,Farm Mortgage,2024-12-01,2049-12-01,1465000.0,0.0593,25,Farmland,3163300.0,Active
LN-20421,BOR-1295,Equipment Loan,2025-03-01,2032-03-01,595300.0,0.0699,7,Equipment,779300.0,Active
LN-20422,BOR-1296,Equipment Loan,2019-10-01,2024-10-01,255200.0,0.07,5,Equipment,351400.0,Paid Off
LN-20423,BOR-1296,Operating Line of Credit,2022-02-01,2027-02-01,278600.0,0.0794,1,General Security Agreement,395500.0,Active
LN-20424,BOR-1297,Term Loan,2022-09-01,2029-09-01,1316900.0,0.0722,7,Farmland,1955700.0,Active
LN-20425,BOR-1298,Equipment Loan,2026-02-01,2031-02-01,710900.0,0.061,5,Equipment,911000.0,Active
LN-20426,BOR-1299,Term Loan,2020-10-01,2025-10-01,514500.0,0.0825,5,General Security Agreement,747500.0,Paid Off
LN-20427,BOR-1300,Operating Line of Credit,2024-11-01,2026-11-01,128000.0,0.0875,1,General Security Agreement,158400.0,Active
LN-20428,BOR-1300,Equipment Loan,2024-01-01,2029-01-01,146300.0,0.0795,5,Equipment,154300.0,Active
LN-20429,BOR-1301,Term Loan,2025-08-01,2032-08-01,1162600.0,0.0809,7,Farmland,2362800.0,Active
LN-20430,BOR-1301,Equipment Loan,2025-08-01,2032-08-01,170800.0,0.0642,7,Equipment,206600.0,Active
LN-20431,BOR-1302,Equipment Loan,2025-05-01,2030-05-01,771700.0,0.0642,5,Equipment,837100.0,Active
LN-20432,BOR-1303,Equipment Loan,2023-07-01,2030-07-01,375500.0,0.0789,7,Equipment,399200.0,Active
LN-20433,BOR-1304,Term Loan,2021-03-01,2028-03-01,1329200.0,0.0788,7,Farmland,2359400.0,Active
LN-20434,BOR-1305,Equipment Loan,2023-06-01,2028-06-01,66900.0,0.0623,5,Equipment,79400.0,Active
LN-20435,BOR-1305,Term Loan,2023-09-01,2030-09-01,291000.0,0.0732,7,Farmland,618400.0,Active
LN-20436,BOR-1306,Term Loan,2025-02-01,2030-02-01,809700.0,0.0713,5,General Security Agreement,1123500.0,Active
LN-20437,BOR-1307,Farm Mortgage,2018-09-01,2043-09-01,2546300.0,0.0672,25,Farmland,3661100.0,Active
LN-20438,BOR-1308,Operating Line of Credit,2025-08-01,2026-08-01,182900.0,0.0757,1,General Security Agreement,226200.0,Active
LN-20439,BOR-1308,Equipment Loan,2023-10-01,2028-10-01,550500.0,0.0749,5,Equipment,709900.0,Active
LN-20440,BOR-1309,Equipment Loan,2025-02-01,2030-02-01,218700.0,0.0748,5,Equipment,242000.0,Active
LN-20441,BOR-1310,Equipment Loan,2026-01-01,2033-01-01,237100.0,0.0747,7,Equipment,319300.0,Active
LN-20442,BOR-1311,Operating Line of Credit,2026-01-01,2027-01-01,496300.0,0.0814,1,General Security Agreement,574500.0,Active
LN-20443,BOR-1312,Equipment Loan,2019-12-01,2024-12-01,367700.0,0.0649,5,Equipment,479100.0,Paid Off
LN-20444,BOR-1313,Equipment Loan,2026-02-01,2033-02-01,601200.0,0.0795,7,Equipment,662400.0,Active
LN-20445,BOR-1314,Term Loan,2025-07-01,2030-07-01,465400.0,0.0783,5,General Security Agreement,709200.0,Active
LN-20446,BOR-1314,Farm Mortgage,2021-12-01,2036-12-01,234300.0,0.0616,15,Farmland,383500.0,Active
